ibge_code,municipality,state,latitude,longitude,year,month,total_rainfall,average_temperature,average_humidity,rainy_days,dry_days,max_daily_rainfall,temperature_std,weather_observation_days,max_consecutive_dry_days,missing_weather_days,weather_coverage_ratio,has_complete_weather_period
3522406,Itapeva,SP,-23.9788,-48.8764,2020,10,93.76,21.33,71.11,14,17,26.95,3.21,31,7,0,1.0,True
3522406,Itapeva,SP,-23.9788,-48.8764,2020,11,53.91,21.13,70.43,12,18,10.93,3.17,30,7,0,1.0,True
3522406,Itapeva,SP,-23.9788,-48.8764,2020,12,90.57,23.43,74.74,21,10,11.11,1.56,31,4,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,1,194.05,22.44,81.38,19,12,30.32,1.82,31,5,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,2,357.69,21.66,85.68,24,5,91.15,1.96,29,2,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,3,145.4,20.57,84.85,17,14,41.55,1.72,31,5,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,4,31.26,18.4,83.65,7,23,9.72,1.34,30,9,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,5,48.12,15.78,79.84,10,21,10.0,2.29,31,7,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,6,145.06,17.37,82.95,14,16,42.83,1.79,30,10,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,7,45.57,16.5,79.38,8,23,15.68,2.03,31,11,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,8,61.55,16.88,78.41,9,22,14.89,2.91,31,12,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,9,18.6,21.64,69.14,3,27,9.99,2.65,30,19,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,10,77.24,21.84,70.79,11,20,16.76,3.27,31,7,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,11,71.64,21.01,73.27,15,15,11.78,3.1,30,6,0,1.0,True
3522505,Itapevi,SP,-23.5488,-46.9327,2020,12,133.32,22.92,78.49,25,6,11.56,1.54,31,3,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,1,194.73,23.71,79.07,24,7,34.12,1.34,31,3,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,2,292.48,22.74,83.71,22,7,50.64,1.36,29,4,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,3,92.1,21.91,80.74,13,18,21.39,1.51,31,6,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,4,6.01,20.31,75.47,2,28,1.75,1.24,30,16,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,5,19.94,17.79,69.37,4,27,11.42,2.53,31,8,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,6,51.44,19.64,71.82,9,21,13.82,1.64,30,16,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,7,6.39,19.48,62.63,2,29,1.98,2.07,31,22,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,8,27.75,19.96,57.63,5,26,9.14,3.09,31,10,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,9,17.01,25.17,48.32,4,26,12.1,2.62,30,19,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,10,37.52,25.45,55.62,11,20,5.91,3.34,31,7,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,11,80.09,23.93,61.84,14,16,20.5,2.49,30,6,0,1.0,True
3522604,Itapira,SP,-22.4357,-46.8224,2020,12,147.53,24.43,73.43,25,6,16.56,1.32,31,2,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,1,123.19,22.79,75.43,21,10,17.44,2.07,31,5,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,2,126.63,21.96,78.01,18,11,26.14,2.37,29,6,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,3,56.41,21.47,72.01,11,20,14.4,2.02,31,10,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,4,29.36,19.25,68.14,4,26,11.48,2.11,30,16,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,5,37.9,16.17,68.16,6,25,26.49,2.25,31,8,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,6,163.46,16.5,82.82,13,17,52.63,2.37,30,14,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,7,31.91,15.36,77.51,4,27,15.94,2.91,31,15,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,8,141.19,15.77,79.39,9,22,36.13,2.95,31,12,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,9,14.65,20.43,70.22,2,28,6.81,2.78,30,26,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,10,90.15,20.83,70.27,11,20,17.9,3.02,31,7,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,11,80.81,20.65,70.73,16,14,19.23,2.97,30,6,0,1.0,True
3522653,Itapirapuã Paulista,SP,-24.572,-49.1661,2020,12,105.91,22.77,75.2,22,9,15.55,1.51,31,6,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,1,161.85,26.2,74.43,21,10,32.02,1.27,31,5,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,2,172.02,24.54,81.52,21,8,31.11,1.45,29,5,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,3,91.07,24.5,72.52,15,16,33.51,1.76,31,7,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,4,42.35,23.09,66.32,9,21,10.47,1.4,30,7,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,5,31.66,20.28,61.22,4,27,22.41,2.84,31,10,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,6,29.28,22.24,63.47,5,25,14.02,1.71,30,16,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,7,1.21,22.11,53.02,0,31,0.78,2.47,31,31,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,8,31.91,22.61,48.85,8,23,16.19,3.12,31,13,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,9,21.74,27.77,40.89,4,26,7.57,2.58,30,18,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,10,64.89,28.36,49.99,10,21,11.82,3.57,31,9,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,11,58.12,26.63,53.28,11,19,21.41,2.45,30,8,0,1.0,True
3522703,Itápolis,SP,-21.5942,-48.8149,2020,12,138.88,26.65,68.5,24,7,14.77,1.5,31,3,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,1,121.08,25.08,73.16,18,13,13.39,1.52,31,5,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,2,178.57,23.85,78.56,17,12,28.75,1.91,29,7,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,3,44.97,23.22,72.48,6,25,12.67,1.85,31,15,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,4,25.27,21.12,68.01,3,27,12.0,2.0,30,16,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,5,41.52,17.92,68.88,4,27,21.32,2.69,31,8,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,6,129.44,18.9,78.83,10,20,57.33,1.99,30,15,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,7,28.93,18.06,72.69,5,26,13.03,2.55,31,14,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,8,103.3,18.5,72.72,9,22,39.88,2.99,31,12,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,9,23.83,23.5,63.67,5,25,9.18,2.55,30,17,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,10,110.4,23.57,67.17,14,17,23.7,3.01,31,7,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,11,46.68,23.46,65.3,12,18,12.63,2.85,30,7,0,1.0,True
3522802,Itaporanga,SP,-23.7043,-49.4819,2020,12,103.05,25.31,71.88,20,11,14.83,1.25,31,4,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,1,146.37,26.58,72.03,19,12,46.52,1.27,31,6,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,2,207.09,24.59,81.02,18,11,40.75,1.47,29,8,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,3,64.03,24.77,71.67,7,24,27.82,1.86,31,15,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,4,27.42,22.88,67.37,3,27,15.52,1.48,30,11,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,5,25.82,19.96,63.15,2,29,18.28,2.99,31,13,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,6,49.57,21.68,67.8,8,22,24.72,1.87,30,15,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,7,3.0,21.27,59.34,1,30,2.35,2.56,31,30,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,8,36.16,21.61,56.64,4,27,12.55,3.18,31,15,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,9,11.28,27.41,44.33,4,26,2.57,2.5,30,18,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,10,59.16,27.78,52.17,11,20,11.61,3.39,31,7,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,11,51.61,26.29,55.98,11,19,13.75,2.67,30,9,0,1.0,True
3522901,Itapuí,SP,-22.2324,-48.7197,2020,12,149.59,26.59,69.99,22,9,28.2,1.3,31,3,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,1,181.39,27.76,73.46,24,7,22.94,1.23,31,4,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,2,148.39,26.5,78.69,23,6,23.46,1.37,29,3,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,3,28.07,27.14,65.54,7,24,9.29,1.69,31,14,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,4,28.44,25.78,61.01,4,26,10.81,2.13,30,16,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,5,8.32,22.37,57.94,3,28,4.27,2.95,31,12,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,6,12.65,24.12,61.78,4,26,5.6,1.58,30,22,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,7,0.57,23.52,53.23,0,31,0.31,2.45,31,31,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,8,3.46,24.54,48.3,2,29,1.34,3.23,31,12,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,9,3.63,29.78,39.77,1,29,3.11,1.94,30,21,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,10,66.09,30.21,51.33,16,15,13.1,3.06,31,7,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,11,49.98,28.55,52.76,8,22,17.75,2.25,30,11,0,1.0,True
3523008,Itapura,SP,-20.6419,-51.5063,2020,12,69.72,29.61,58.6,21,10,10.48,1.47,31,3,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,1,171.45,22.85,82.06,22,9,16.87,2.04,31,3,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,2,290.17,22.08,86.02,27,2,62.61,2.13,29,1,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,3,104.5,20.91,85.63,18,13,26.99,1.73,31,5,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,4,23.49,19.24,81.68,8,22,4.31,1.43,30,9,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,5,33.15,17.06,76.92,7,24,5.87,2.2,31,8,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,6,98.76,18.58,79.44,13,17,21.3,2.06,30,10,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,7,25.68,17.69,76.17,7,24,8.02,2.15,31,13,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,8,47.26,17.81,76.03,8,23,10.33,3.08,31,14,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,9,23.89,22.16,69.27,3,27,12.59,2.77,30,19,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,10,78.9,22.09,72.23,17,14,17.03,3.24,31,4,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,11,86.57,21.08,75.92,16,14,19.13,3.03,30,5,0,1.0,True
3523107,Itaquaquecetuba,SP,-23.4835,-46.3457,2020,12,221.56,22.96,81.58,27,4,19.99,1.69,31,2,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,1,135.06,23.94,75.39,19,12,16.51,1.8,31,5,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,2,147.21,22.89,79.19,18,11,29.86,2.04,29,7,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,3,55.81,22.21,73.47,7,24,17.66,1.94,31,8,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,4,26.55,19.98,69.01,4,26,8.57,1.99,30,16,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,5,39.85,16.87,68.74,6,25,25.63,2.66,31,8,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,6,159.16,17.67,80.84,10,20,62.08,2.22,30,15,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,7,38.04,16.56,75.63,4,27,16.24,2.63,31,14,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,8,123.91,17.07,76.39,9,22,37.53,2.96,31,12,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,9,19.38,22.13,65.8,3,27,11.46,2.54,30,21,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,10,81.38,22.38,67.89,14,17,28.53,3.07,31,7,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,11,52.3,22.38,66.21,13,17,11.0,2.89,30,7,0,1.0,True
3523206,Itararé,SP,-24.1085,-49.3352,2020,12,93.5,24.39,72.19,22,9,13.67,1.33,31,4,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,1,144.37,25.72,81.57,23,8,24.73,1.46,31,4,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,2,254.99,25.18,83.78,22,7,51.18,1.46,29,5,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,3,106.47,24.41,81.93,11,20,27.82,1.01,31,7,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,4,15.08,23.21,75.66,3,27,4.63,1.08,30,11,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,5,22.22,21.7,72.92,3,28,6.74,1.32,31,8,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,6,126.85,21.85,79.7,11,19,56.58,1.68,30,10,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,7,33.77,20.52,79.12,5,26,11.69,1.68,31,14,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,8,116.32,20.29,82.31,12,19,39.27,1.49,31,11,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,9,33.25,21.79,84.69,8,22,6.25,1.3,30,13,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,10,117.46,22.63,82.05,15,16,35.8,1.54,31,4,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,11,74.5,22.75,79.98,14,16,16.51,1.68,30,7,0,1.0,True
3523305,Itariri,SP,-24.2834,-47.1736,2020,12,203.17,25.03,83.06,22,9,34.65,1.22,31,4,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,1,205.84,23.05,80.35,22,9,38.68,1.54,31,4,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,2,303.71,22.26,84.18,21,8,67.99,1.68,29,4,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,3,97.25,21.37,82.18,12,19,17.97,1.63,31,6,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,4,17.33,19.48,78.85,3,27,9.32,1.27,30,23,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,5,30.93,16.96,73.99,4,27,12.52,2.41,31,8,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,6,90.33,18.41,78.18,11,19,22.97,1.72,30,11,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,7,23.35,17.94,72.01,6,25,7.92,2.12,31,10,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,8,44.69,18.28,69.37,8,23,11.91,3.01,31,12,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,9,16.31,23.58,58.7,2,28,12.75,2.64,30,20,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,10,49.91,23.83,62.19,10,21,8.59,3.43,31,7,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,11,81.11,22.61,67.35,15,15,16.76,2.88,30,6,0,1.0,True
3523404,Itatiba,SP,-23.0035,-46.8464,2020,12,155.64,23.63,76.65,25,6,20.38,1.42,31,3,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,1,103.78,24.65,72.69,17,14,19.12,1.48,31,5,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,2,221.31,23.13,80.31,17,12,53.46,1.94,29,7,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,3,53.06,22.35,75.52,7,24,12.63,1.97,31,15,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,4,19.11,20.24,71.64,2,28,11.19,1.72,30,16,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,5,24.64,17.25,69.52,4,27,14.78,2.78,31,8,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,6,99.41,18.56,78.12,8,22,46.64,1.99,30,16,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,7,14.13,17.82,71.38,4,27,7.19,2.41,31,14,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,8,65.38,18.04,71.11,7,24,26.98,3.1,31,13,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,9,15.94,23.38,60.9,5,25,5.42,2.57,30,16,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,10,84.94,23.68,64.38,13,18,13.51,3.23,31,7,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,11,48.93,22.93,65.16,12,18,9.58,2.92,30,7,0,1.0,True
3523503,Itatinga,SP,-23.1047,-48.6157,2020,12,125.97,24.46,73.47,20,11,19.81,1.26,31,4,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,1,124.36,25.51,72.37,21,10,15.42,1.51,31,4,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,2,269.89,24.02,79.62,20,9,60.46,1.67,29,5,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,3,79.24,23.34,75.56,9,22,20.33,1.81,31,7,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,4,9.31,21.2,72.15,2,28,4.67,1.51,30,16,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,5,21.35,18.45,68.31,2,29,14.15,2.71,31,13,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,6,60.31,20.2,72.34,8,22,29.47,1.92,30,16,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,7,6.56,19.67,64.58,2,29,2.82,2.38,31,22,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,8,33.21,19.93,63.24,6,25,9.21,3.16,31,15,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,9,9.48,25.4,52.15,2,28,5.57,2.52,30,21,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,10,39.96,25.97,55.92,9,22,8.54,3.24,31,8,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,11,55.92,24.68,60.14,15,15,15.76,2.73,30,7,0,1.0,True
3523602,Itirapina,SP,-22.2562,-47.8166,2020,12,110.32,25.88,68.98,23,8,17.64,1.37,31,3,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,1,271.43,24.14,81.61,27,4,39.73,0.97,31,2,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,2,302.7,23.18,86.79,28,1,26.28,0.99,29,1,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,3,102.33,22.54,82.41,19,12,17.14,1.1,31,5,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,4,23.86,21.72,78.33,6,24,6.49,1.18,30,15,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,5,21.01,18.85,70.98,2,29,9.77,2.43,31,22,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,6,3.02,21.07,63.61,1,29,1.14,1.35,30,23,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,7,5.12,21.31,52.64,2,29,1.99,1.67,31,17,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,8,3.03,22.22,45.28,1,30,1.83,2.99,31,21,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,9,6.63,26.74,38.25,2,28,3.3,2.28,30,20,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,10,62.77,27.24,53.96,14,17,8.77,3.48,31,6,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,11,64.32,24.99,59.54,13,17,13.79,1.69,30,4,0,1.0,True
3523701,Itirapuã,SP,-20.6416,-47.2194,2020,12,194.53,24.47,75.48,28,3,13.7,1.29,31,1,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,1,239.91,23.61,80.28,25,6,29.52,1.12,31,3,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,2,288.26,22.47,86.21,25,4,35.99,1.16,29,2,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,3,97.11,21.75,81.86,14,17,17.65,1.32,31,6,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,4,15.3,20.39,78.77,5,25,3.99,1.23,30,15,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,5,17.32,17.59,73.01,5,26,6.7,2.59,31,13,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,6,22.45,19.65,70.9,5,25,11.54,1.43,30,16,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,7,3.26,19.79,59.02,1,30,1.22,1.97,31,22,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,8,8.25,20.34,51.63,3,28,3.24,3.19,31,16,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,9,22.63,24.91,45.9,5,25,11.09,2.55,30,18,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,10,51.94,25.44,57.58,12,19,8.52,3.34,31,6,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,11,60.59,24.07,61.15,13,17,7.33,1.89,30,6,0,1.0,True
3523800,Itobi,SP,-21.7309,-46.9743,2020,12,200.99,23.89,76.01,28,3,22.91,1.2,31,1,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,1,174.97,23.23,79.09,20,11,25.83,1.81,31,5,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,2,322.95,22.18,84.88,23,6,81.9,1.84,29,5,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,3,127.09,21.11,83.56,13,18,23.3,1.73,31,7,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,4,21.52,18.89,80.79,3,27,6.81,1.38,30,22,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,5,33.74,16.46,75.64,6,25,9.3,2.36,31,8,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,6,129.79,17.97,80.6,12,18,43.51,1.85,30,11,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,7,37.31,17.02,76.12,7,24,11.32,2.18,31,13,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,8,69.68,17.38,75.91,10,21,21.41,2.96,31,12,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,9,17.89,22.51,65.11,4,26,8.9,2.61,30,19,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,10,72.67,22.89,66.52,11,20,16.15,3.23,31,7,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,11,69.38,22.03,69.23,16,14,10.59,3.2,30,6,0,1.0,True
3523909,Itu,SP,-23.2544,-47.2927,2020,12,117.39,23.94,74.76,26,5,13.33,1.43,31,3,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,1,205.84,23.05,80.35,22,9,38.68,1.54,31,4,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,2,303.71,22.26,84.18,21,8,67.99,1.68,29,4,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,3,97.25,21.37,82.18,12,19,17.97,1.63,31,6,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,4,17.33,19.48,78.85,3,27,9.32,1.27,30,23,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,5,30.93,16.96,73.99,4,27,12.52,2.41,31,8,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,6,90.33,18.41,78.18,11,19,22.97,1.72,30,11,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,7,23.35,17.94,72.01,6,25,7.92,2.12,31,10,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,8,44.69,18.28,69.37,8,23,11.91,3.01,31,12,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,9,16.31,23.58,58.7,2,28,12.75,2.64,30,20,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,10,49.91,23.83,62.19,10,21,8.59,3.43,31,7,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,11,81.11,22.61,67.35,15,15,16.76,2.88,30,6,0,1.0,True
3524006,Itupeva,SP,-23.1526,-47.0593,2020,12,155.64,23.63,76.65,25,6,20.38,1.42,31,3,0,1.0,True
3524105,Ituverava,SP,-20.3355,-47.7902,2020,1,271.43,24.14,81.61,27,4,39.73,0.97,31,2,0,1.0,True
3524105,Ituverava,SP,-20.3355,-47.7902,2020,2,302.7,23.18,86.79,28,1,26.28,0.99,29,1,0,1.0,True
