horizon,outer_held_out_season,alpha,inner_rmse,inner_mae,inner_r_squared,selected_alpha
1,14-15,1778279.410038923,6041218.784823267,4156507.752015652,0.9194730598009144,False
1,14-15,3162277.6601683795,6041218.725260546,4156507.768500895,0.9194730613888071,False
1,14-15,5623413.251903491,6041218.691765972,4156507.7777712266,0.9194730622817446,False
1,14-15,10000000.0,6041218.672930592,4156507.782984317,0.9194730627838803,False
1,14-15,17782794.100389227,6041218.662338677,4156507.7859158516,0.9194730630662519,False
1,14-15,31622776.60168379,6041218.656382409,4156507.7875643754,0.9194730632250411,False
1,14-15,56234132.51903491,6041218.653032953,4156507.7884914093,0.9194730633143348,False
1,14-15,100000000.0,6041218.6511494145,4156507.789012717,0.9194730633645484,True
1,15-16,0.0001,6254735.532101514,4628484.234880654,0.9151731467286792,False
1,15-16,0.00017782794100389227,6253436.284688871,4627190.010669161,0.9152083839093488,False
1,15-16,0.00031622776601683794,6251146.60192724,4624894.785579667,0.915270465091533,False
1,15-16,0.0005623413251903491,6247139.2380559845,4620833.154004983,0.9153790638063319,False
1,15-16,0.001,6240209.643276785,4613673.913083079,0.9155666900305999,False
1,15-16,0.0017782794100389228,6228472.83343233,4601232.507158374,0.9158840017323093,False
1,15-16,0.0031622776601683794,6209275.207530367,4579793.206359414,0.9164017334043273,False
1,15-16,0.005623413251903491,6179600.178576001,4544201.125342021,0.9171988805406853,False
1,15-16,0.01,6137546.360388478,4488965.490544417,0.9183220130428532,False
1,15-16,0.01778279410038923,6084919.5895414725,4411026.423442602,0.9197167137243308,False
1,15-16,0.03162277660168379,6029069.296592936,4330387.460079619,0.9211837068564159,False
1,15-16,0.05623413251903491,5980944.507913878,4259571.3222407,0.9224369282394207,False
1,15-16,0.1,5949571.892021289,4197687.657214812,0.9232484972001779,False
1,15-16,0.1778279410038923,5936950.7766047595,4152656.799456231,0.9235737851801205,False
1,15-16,0.31622776601683794,5936717.091699435,4109012.7833387894,0.9235798015012788,False
1,15-16,0.5623413251903491,5938271.48830058,4068903.782995357,0.9235397784225743,False
1,15-16,1.0,5933741.837151461,4034506.024923347,0.9236563800429842,False
1,15-16,1.7782794100389228,5921576.117373762,4001905.189557609,0.9239691078282444,False
1,15-16,3.1622776601683795,5905024.96929908,3972561.9966599927,0.9243935353391872,False
1,15-16,5.623413251903491,5888699.949340674,3951909.351261496,0.9248110004341135,False
1,15-16,10.0,5875778.846948171,3936638.145667244,0.9251406008216572,False
1,15-16,17.78279410038923,5867034.0981909055,3924876.4378417637,0.9253632570938527,False
1,15-16,31.622776601683793,5861673.277566367,3916645.1036769697,0.9254995888035561,False
1,15-16,56.23413251903491,5858554.6435398115,3912875.535812165,0.9255788418426126,False
1,15-16,100.0,5856781.727001857,3911382.9716382134,0.9256238777075553,False
1,15-16,177.82794100389228,5855782.318247077,3911118.237029057,0.9256492588158716,False
1,15-16,316.22776601683796,5855220.35204644,3910962.7280566758,0.9256635286764558,False
1,15-16,562.341325190349,5854904.511917695,3910873.101807146,0.9256715481209956,False
1,15-16,1000.0,5854726.988989533,3910821.9982974594,0.925676055386437,False
1,15-16,1778.2794100389228,5854627.193797562,3910825.5856042756,0.9256785891029095,False
1,15-16,3162.2776601683795,5854571.08641191,3910843.083497905,0.925680013603546,False
1,15-16,5623.413251903491,5854539.538759455,3910852.928386409,0.9256808145554004,False
1,15-16,10000.0,5854521.799461799,3910858.466187389,0.9256812649300699,False
1,15-16,17782.794100389227,5854511.824323297,3910861.58083202,0.9256815181835617,False
1,15-16,31622.776601683792,5854506.215018781,3910863.3324867976,0.9256816605950243,False
1,15-16,56234.13251903491,5854503.060715742,3910864.317565704,0.9256817406777818,False
1,15-16,100000.0,5854501.286933697,3910864.8715324216,0.9256817857112791,False
1,15-16,177827.94100389228,5854500.2894668365,3910865.1830559056,0.925681811035366,False
1,15-16,316227.7660168379,5854499.728551295,3910865.3582400493,0.9256818252761118,False
1,15-16,562341.3251903491,5854499.413125714,3910865.4567538407,0.9256818332842607,False
1,15-16,1000000.0,5854499.235749003,3910865.512152379,0.9256818377875703,False
1,15-16,1778279.410038923,5854499.136002793,3910865.543305319,0.9256818403199663,False
1,15-16,3162277.6601683795,5854499.079911387,3910865.560823919,0.9256818417440368,False
1,15-16,5623413.251903491,5854499.048368875,3910865.5706753563,0.9256818425448504,False
1,15-16,10000000.0,5854499.030631221,3910865.57621523,0.925681842995181,False
1,15-16,17782794.100389227,5854499.020656603,3910865.579330529,0.9256818432484205,False
1,15-16,31622776.60168379,5854499.015047465,3910865.5810823925,0.9256818433908275,False
1,15-16,56234132.51903491,5854499.011893214,3910865.582067536,0.9256818434709089,False
