model,horizon,held_out_season,training_seasons,training_observations,test_observations,selected_alpha,selected_alpha_at_minimum_grid,selected_alpha_at_maximum_grid,weather_rank,weather_condition_number,weather_effective_degrees_of_freedom,fold_rmse,fold_mae,fold_r_squared
rainfall_month_level_ridge,3,21-22,15,60,4,100000000.0,False,True,9,5.620128652836296,8.999999826084555e-08,22114661.119452123,13367302.07646922,0.8756585327448615
rainfall_month_level_ridge,3,22-23,15,60,4,100000000.0,False,True,9,5.715057734988963,8.999999817545299e-08,9950847.047313087,8196611.212113949,0.9627884669592897
rainfall_month_level_ridge,3,23-24,15,60,4,100000000.0,False,True,9,6.168334939923721,8.999999820908307e-08,16114538.4793147,11384804.30643586,0.9256654888481075
rainfall_month_level_ridge,3,24-25,15,60,4,1.7782794100389228,False,False,9,5.5053138726372675,2.670605159648599,14559204.201957898,10541258.804909658,0.9441928436922217
rainfall_month_level_ridge,3,25-26,15,60,4,100000000.0,False,True,9,6.125547383162134,8.999999821308676e-08,7533006.76067374,6215598.429434796,0.9840324000790437
rainfall_month_level_ridge,4,10-11,15,45,3,100000000.0,False,True,9,5.091879106206503,8.999999822162738e-08,10457218.231960483,7853989.596440789,0.9830342095050425
rainfall_month_level_ridge,4,11-12,15,45,3,3.1622776601683795,False,False,9,5.53180647967052,1.865411277278323,18884904.066466402,18292380.943875898,0.9308274054186186
rainfall_month_level_ridge,4,12-13,15,45,3,100000000.0,False,True,9,5.9737915184989925,8.99999981727462e-08,34243976.966515966,28747377.24192511,0.7643003929692966
rainfall_month_level_ridge,4,13-14,15,45,3,100000000.0,False,True,9,6.122521545239166,8.999999821582485e-08,17889368.565450486,15625291.874362081,0.9414278874600055
rainfall_month_level_ridge,4,14-15,15,45,3,100000000.0,False,True,9,7.6262467735668436,8.999999818782108e-08,3069678.3876542114,2936507.807561822,0.9983066996340765
rainfall_month_level_ridge,4,15-16,15,45,3,100000000.0,False,True,9,5.7740629176634215,8.999999819535504e-08,19442798.576338332,18201927.96252917,0.8968846030817336
rainfall_month_level_ridge,4,16-17,15,45,3,100000000.0,False,True,9,6.903004546695441,8.999999828338615e-08,8186947.767973073,7375531.843898836,0.9885690296173703
rainfall_month_level_ridge,4,17-18,15,45,3,31.622776601683793,False,False,9,7.014894874388114,0.26775740528295144,4500946.973494515,4470532.535841445,0.9962420976415689
rainfall_month_level_ridge,4,18-19,15,45,3,100000000.0,False,True,9,8.286676239529575,8.999999814586376e-08,18447823.86714511,14609967.485000601,0.9391220367086364
rainfall_month_level_ridge,4,19-20,15,45,3,177.82794100389228,False,False,9,6.864976361903636,0.05001487594305915,4430114.103336918,3987273.7202090914,0.9967193224988404
rainfall_month_level_ridge,4,20-21,15,45,3,100000000.0,False,True,9,6.620704635558892,8.99999980963768e-08,15041893.603257757,12065597.010487052,0.968105089463062
rainfall_month_level_ridge,4,21-22,15,45,3,100000000.0,False,True,9,5.620128652836296,8.999999826084553e-08,23702573.833313435,17490299.21612083,0.8969969837331246
rainfall_month_level_ridge,4,22-23,15,45,3,100000000.0,False,True,9,5.715057734988963,8.999999817545298e-08,11432528.652711025,10928814.949485358,0.9737921529367187
rainfall_month_level_ridge,4,23-24,15,45,3,100000000.0,False,True,9,6.168334939923721,8.999999820908306e-08,17928211.726226866,15060130.70605112,0.943828422389139
rainfall_month_level_ridge,4,24-25,15,45,3,1.7782794100389228,False,False,9,5.5053138726372675,2.6706051596485985,17724349.62462114,12169835.857536828,0.9522836904246462
rainfall_month_level_ridge,4,25-26,15,45,3,100000000.0,False,True,9,6.125547383162134,8.999999821308675e-08,4353379.444590945,4138894.537275392,0.9966859251674088
rainfall_month_level_ridge,5,10-11,15,30,2,100000000.0,False,True,9,5.091879106206503,8.999999822162738e-08,12136878.066695502,9861050.300000004,0.9671361662460308
rainfall_month_level_ridge,5,11-12,15,30,2,3.1622776601683795,False,False,9,5.53180647967052,1.8654112772783236,25420713.31538699,24960305.087175176,0.8330775002664351
rainfall_month_level_ridge,5,12-13,15,30,2,100000000.0,False,True,9,5.9737915184989925,8.999999817274621e-08,40561005.48153651,40053161.966666654,-3.0499665089615435
rainfall_month_level_ridge,5,13-14,15,30,2,100000000.0,False,True,9,6.122521545239166,8.999999821582487e-08,22338471.632652037,18161029.699999973,0.698443375287737
rainfall_month_level_ridge,5,14-15,15,30,2,100000000.0,False,True,9,7.6262467735668436,8.999999818782109e-08,4837533.154546797,3513377.7666666657,0.9937106233423592
rainfall_month_level_ridge,5,15-16,15,30,2,100000000.0,False,True,9,5.7740629176634215,8.999999819535505e-08,18688082.645688444,17396201.966666654,0.7961950889303511
rainfall_month_level_ridge,5,16-17,15,30,2,100000000.0,False,True,9,6.903004546695441,8.999999828338615e-08,9335383.12899767,9316485.381326638,0.9743255086287754
rainfall_month_level_ridge,5,17-18,15,30,2,56.23413251903491,False,False,9,7.014894874388114,0.15451937368282243,5486078.640140539,4501849.374785997,0.9899651567360575
rainfall_month_level_ridge,5,18-19,15,30,2,100000000.0,False,True,9,8.286676239529575,8.999999814586375e-08,15102307.906532506,13649004.433333352,0.9541120481633478
rainfall_month_level_ridge,5,19-20,15,30,2,177.82794100389228,False,False,9,6.864976361903636,0.050014875943059145,7404970.377371548,7239240.166666657,0.986816222562772
rainfall_month_level_ridge,5,20-21,15,30,2,100000000.0,False,True,9,6.620704635558892,8.999999809637679e-08,18662741.149717104,17269414.566666678,0.9362145468122293
rainfall_month_level_ridge,5,21-22,15,30,2,100000000.0,False,True,9,5.620128652836296,8.999999826084555e-08,32615859.683615517,23230896.16666667,0.8316162145005072
rainfall_month_level_ridge,5,22-23,15,30,2,100000000.0,False,True,9,5.715057734988963,8.999999817545298e-08,15960537.543801827,15702304.175709844,0.9158626600331103
rainfall_month_level_ridge,5,23-24,15,30,2,100000000.0,False,True,9,6.168334939923721,8.999999820908306e-08,25894453.536075618,22251121.257725164,0.6730808577805849
