horizon,held_out_season,training_seasons,training_observations,test_observations,weather_predictor_count,weather_max_rank_after_centering,weather_rank,weather_full_column_rank,weather_condition_number,augmented_design_columns,augmented_design_rank,augmented_design_full_column_rank,augmented_design_condition_number,fold_rmse,fold_mae,fold_r_squared,weather_singular_value_1,weather_singular_value_2,weather_singular_value_3,weather_singular_value_4,weather_singular_value_5,weather_singular_value_6,weather_singular_value_7,weather_singular_value_8,weather_singular_value_9
2,19-20,15,90,6,9,9,9,True,9.79061210596912,15,15,True,14.676923051369885,5614635.100173756,4665538.531080217,0.981260483845198,8.863999872575977,4.365994484626456,3.616085622909811,2.9281206971814897,2.6112847016174023,1.9072833295821845,1.8031354650096303,1.0909289396236583,0.9053570682441595
2,20-21,15,90,6,9,9,9,True,11.624504372280404,15,15,True,14.686388924395295,9525176.658577112,7834126.522222221,0.9546798864410667,8.869716704162366,4.223452368254653,3.640463784375783,2.8802841896271527,2.4940931238663824,2.2457561466046205,1.8920429565833012,1.2311037767457393,0.7630189141924143
2,21-22,15,90,6,9,9,9,True,9.836376401807325,15,15,True,14.230421089069782,15378814.151182933,8810299.342758352,0.8700460406201772,8.594338900512517,4.61509899994075,3.6290157268381518,2.9650730044131692,2.6408659979768796,2.1789013259433174,1.9057481192708634,1.3265453222260464,0.8737301776021302
2,22-23,15,90,6,9,9,9,True,9.73279156436905,15,15,True,14.584171363827227,9321598.815720024,7869267.8213126855,0.9399245290743056,8.80798329855145,4.607798865030111,3.5770511539155194,2.815296883288276,2.58363761063618,2.176377953112159,1.3089693075741775,1.2337885925869148,0.9049801632243676
2,23-24,15,90,6,9,9,9,True,9.420908470173945,15,15,True,14.171695597593846,7904912.205089358,6124500.969802968,0.9613304293644169,8.558872151307806,4.672847608128118,3.6269830205055578,2.956677635957723,2.6693083103098925,2.262465913736856,1.8397682703625589,1.2486714232303406,0.908497538045795
2,24-25,15,90,6,9,9,9,True,10.561794849131635,15,15,True,12.45204177328261,16312938.350676525,14834847.366741419,0.8569346733621503,7.520302198585547,5.2682070595998685,4.059832403603341,3.754466067534298,2.76207985043575,2.3652963861920893,2.0180037417948324,1.519788933120608,0.7120288081721118
2,25-26,15,90,6,9,9,9,True,10.503663548425495,15,15,True,14.278772101209372,7894682.1431345055,6524488.450820625,0.9636250569269074,8.623540073261337,4.74971772725358,3.5343432462859052,2.8994055550980766,2.6731796524911875,2.201509646708897,1.5992123505036318,1.3973342443262537,0.8210030751179203
3,10-11,15,60,4,9,9,9,True,11.075347805740288,13,13,True,11.075347805740295,14697835.92750829,13573318.113787219,0.9370185001905798,8.71267357147067,4.705339122739492,3.5147146590988596,3.004685601693352,2.6711565866181255,1.986003240000586,1.5015515284940433,1.2708072217951634,0.7866726828167819
3,11-12,15,60,4,9,9,9,True,12.278651560846598,13,13,True,12.278651560846587,10305801.28041976,7247607.249999991,0.9682279658345511,8.651785763094063,4.69986344978842,3.4702744535967973,2.9964584246634023,2.5954514735976746,2.2687463540084747,1.6956738570783656,1.3345190070691728,0.7046201873406311
3,12-13,15,60,4,9,9,9,True,10.182790648116617,13,13,True,10.182790648116619,30535171.446634248,22871530.45,0.6965897064094178,8.873483159459616,4.494388919114746,3.434704120138912,2.9416822739270057,2.4442072826419534,2.184918599593215,1.7471913877234777,1.0251875487573845,0.871419580947668
